96	apa boleh buat	on buat
97	apem	apam
98	apotik	apotek
99	apung	apung apung
100	aqidah	akidah
101	arabika	kopi
102	aram	aram aram
103	arbitrasi	arbitrase
104	arerut	ararut
105	aria	Arya
106	arih	mengarih
107	arsir	mengarsir
108	artifak	artefak
109	artik	arktika
110	aru-aru	hantu
111	aruk	mengaruk
112	asabiyah	asabiah
113	asong	mengasong
114	asperses	asparagus
115	astana	istana
116	asuh	mengasuh
117	atmosfir	atmosfer
118	atsiri	asiri
119	atung	atung atung
120	auto	oto
121	autofon	otofon
122	autologi	otologi
123	automatis	otomatis
124	autoskop	otoskop
125	avertebrata	invertebrata
126	awai	mengawai
127	awalengas	mengawalengaskan
128	awin	pengawinan
129	ayak	mengayak
130	ayeng	ayeng ayengan
131	ayid	ayit
132	ayuk	ayut
133	ayum	mengayum
134	azamat	azmat
135	azemat	azmat
136	babah	baba
137	baban	membaban
138	babang	terbabang
139	babas	membabas
140	babit	membabitkan
141	baca	membaca
142	bacah	membacah
143	bacem	membacem
144	bacok	membacok
145	bade	bade bade
146	bagongan	bahasa
147	bahagi	bagi
148	baham	membaham
149	Baitulmukadis	Baitulmukadas
150	bajik	kebajikan
151	baju kemeja	kemeja
152	baju kutang	kutang
153	baju mantel	mantel
154	baju maskat	maskat
155	baju surjan	surjan
156	baju zirah	zirah
157	bakak	berbakak
158	bakar	membakar
159	bakhsis	baksis
160	bakterisid	bakterisida
161	balah	berbalah
162	baling	baling baling
163	balit	belit
164	balsem	balsam
165	bancah	bencah
166	bancang	membancang
167	bandring	bandering
168	bandrol	banderol
169	bangai	terbangai
170	bangka	bangkar
171	bangkah	bangkar
172	bangkir	bongkar
173	bangkuang	bengkuang
174	bangun-bangun	daun
175	banian	benian
176	bansai	banzai
177	banteras	berantas
178	bantun	membantun
179	bantut	membantut
180	banu	bani
181	bapao	bakpao
182	baragajul	bergajul
183	barangan	berangan
184	barap	pembarap
185	baras	abras
186	barbir	barber
187	barep	barap
188	bargas	barkas
189	barik	barik barik
190	baring	berbaring
191	barometer baku	mutlak
192	baronsai	barongsai
193	barzakh	alam
194	basekat	baskat
195	baskat	beskap
196	basmi	membasmi
197	baso	bakso
198	basoka	bazoka
199	bata-bata	terbata bata
200	batalyon	batalion
201	batas penanggalan	internasional
202	batau	baktau
203	batela	batel
204	bati	sebati
205	batila	batel
206	batu akik	akik
207	batu marmer	marmer
208	batu pualam	pualam
209	bawa	membawa
210	bawal pipih	bawal cermin
211	bayang	bayang bayang
212	bayar	berbayar
213	bayat	baiat
214	bayem	bayam
215	bayong	membayong
216	be-	 ber
217	bebang	terbebang
218	bebar	berbebar
219	bebeksan	beksan
220	beber	membeber
221	becolok	bicokok
222	bedar	bidar
223	bedaru	pohon
224	bedel	membedel
225	bedukang	ikan
226	begandring	begandering
227	begasi	bagasi
228	behena	bena
229	behina	bena
230	bekap	membekap
231	bekasam	pekasam
232	bekuk	membekuk
233	bekukung	bekuku
234	bel-	 ber
235	belahak	membelahak
236	belakin	belangkin
237	belalak	membelalak
238	belandang	membelandang
239	belasut	membelasut
240	belata	pelata
241	beldu	beledu
242	belederu	beledu
243	belendung	membelendung
244	beli	membeli
245	beliak	membeliak
246	beligu	beligo
247	belingkang	terbelingkang
248	belingsat	belingsatan
249	belintang	berbelintang
250	belongkot	belongkotan
251	belontok	belodok
252	belot	membelot
253	belu	membelu
254	beludru	beledu
255	beluhan	baluh
256	belukang	bedukang
257	belur	balur
258	bembam	membembam
259	bembet	bimbit
260	bemper	bumper
261	benam	berbenam
262	bendalu	benalu
263	bendar	bandar
264	bendel	bundel
265	bendela	bandela
266	benggal	benggal benggil
267	bengik	bengek
268	bengkal	kebengkalan
269	bengkalai	terbengkalai
270	bengkap	benkap
271	bengkar	membengkar
272	bengkarap	bengkerap
273	bengkol	pengkol
274	bengkos	membengkos
275	bengkudu	mengkudu
276	bensol	benzol
277	bentak	membentak
278	bentangur besar	bentangur batu
279	bentangur bukit	bentangur batu
280	bentangur jantan	bentangur bunga
281	bentangur laut	bentangur bunga
282	bentangur mumut	bentangur ara
283	bentangur pasir	bentangur ara
284	bentes	benteh
285	bentil	pentil
286	bentoh	bantah
287	bentok	kebentok
288	bentong	berbentong bentong
289	bentur	membentur
290	bentus	terbentus
291	benum	membenum
292	berai	berberaian
293	beranang	merah
294	berangai	mati
295	berangsong	berongsong
296	berantak	berantakan
297	berantas	memberantas
298	bercekakan	bercekakakan
299	bercelur	tangan
300	bercokok	becokok
301	beredel	memberedel
302	berenga	bernga
303	berengut	memberengut
304	berentang	memberentang
305	berhana	seberhana
306	berhari	Minggu
307	beri	memberi
308	beri tahu	memberi tahu
309	berihat	berehat
310	beringisan	peringis
311	berjauh	hati
312	bermatikan	diri
313	bermaulid	Rasul
314	bermengkal	hati
315	bermuram	durja
316	berokat	brokat
317	beron	memberon
318	beronsang	berongsang
319	beroya	tanah
320	berpadang	luas
321	berselam	menyelam
322	bersil	membersil
323	bersit	membersit
324	bertarap	sembah
325	beru	anak
326	berunai	brunai
327	berusak	diri
328	berzanji	barzanji
329	besit	membesit
330	beskat	beskap
331	bestik	bistik
332	besut	membesut
333	betot	membetot
334	biau	berbiau
335	biawak pohon	biawak kudung
336	biawan	ikan biawan
337	bidas	membidas
338	bidik	membidik
339	biennale	bienial
340	bihalal	halalbihalal
341	bihari	bahari
342	bihausy	bius
343	bika	bikang
344	bilas	berbilas
345	bilau	kacau balau
346	bilyar	biliar
347	bilyun	biliun
348	bimbit	membimbit
349	binari	biner
350	binatu	penatu
351	bincacau	bincacak
352	bincang	berbincang
353	bingkas	membingkas
354	bingkis	membingkis
355	biopendar	biopendar cahaya
356	birahi	berahi
357	birih	birai
358	bisan	besan
359	biskal	beskal
360	biskop	uskup
361	blantika	belantika
362	blepot	lepot
363	blokir	memblokir
364	bloon	beloon
365	bohok	buhuk
366	boikot	memboikot
367	bokot	bukut
368	bolos	bulus
369	bolsak	bulsak
370	bomantara	bumantara
371	bombardir	membombardir
372	bomor	bomoh
373	bonafid	bonafide
374	bonceng	membonceng
375	bongkak	congkak
376	bongkas	bungkas
377	bongkok	bungkuk
378	bongkol	bonggol
379	bonglai	bangle
380	bongsai	bonsai
381	bonjol	bonggol
382	bonyor	bonyok
383	bopong	membopong
384	borak	burak
385	borhan	burhan
386	borkol	brokoli
387	bostan	bustan
388	bota	buta
389	botor	kacang
390	brana	raja
391	brangas	berangas
392	brangus	berangus
393	bredel	beredel
394	breksi	breksia
395	brengsek	berengsek
396	brewok	berewok
397	brigadir	brigadir jenderal polisi
398	brisan	bom
399	bromocorah	bramacorah
400	brongkos	berongkos
401	bubuh	membubuh
402	bubur harisah	harisah
403	bubus	membubus
404	budur	terbudur
405	buhur	buhul
406	bujanggi	bujangga
407	bukut	membukut
408	bulak	bulakan
409	bulug	balig
410	buluh talang	talang
411	bumel	kereta api
412	bumi rata	membumiratakan
413	bungkah	bongkah
414	bunker	bungker
415	bunuh	membunuh
416	bupet	bufet
417	burai	berburai
418	buraksa	pohon
419	Burjusumbulat	Sunbulat
420	buru	berburu
421	burun	buron
422	burung kuak	kuak
423	burung kuak-kuak	kuak
424	burung kuar	kuar
425	burung kuaran	kuar
426	burung murai	murai
427	burung punai	punai
428	busar	busur
429	butun	pohon
430	byarpet	biarpet
431	cabe	cabai
432	cabur	kecaburan
433	cabut	mencabut
434	cacengklok	cecengklok
435	caci-maki	caci maki
436	cadir	cadar
437	cagil	mencagil
438	cakmar	cokmar
439	cakmau	camau
440	cakup	mencakup
441	cakur	cekur
442	calempong	celempong
443	calus	celus
444	cambah	kecambah
445	camcau	cincau
446	camil	camilan
447	camuk	mencamuk
448	camur	mencamurkan
449	candak	candak cekel
450	candan	kecandan
451	candang	berani
452	cangah	mencangah
453	cangcang	mencangcang
454	cangga	cenangga
455	cangget	cangget pineng
456	cangkau	cengkau
457	cangkih	cangkih mangkih
458	cangking	mencangking
459	cangkok	mencangkok
460	cangku	cengkau
461	cangkum	mencangkum
462	cangkung	bercangkung
463	cangkup	mencangkup
464	canguk	mencanguk
465	canteng	cantengan
466	cantol	mencantolkan
467	cantum	bercantum
468	capiau	cepiau
469	caplok	mencaplok
470	carak	mencarak
471	carat	carak
472	cari	bercari
473	carter	mencarter
474	casis	sasis
475	catat	mencatat
476	catek	mencatek
477	catet	catat
478	cauk	caung
479	caya	cahaya
480	cebak	bercebak
481	cebik	mencebik
482	cebir	mencebir
483	cebok	bercebok
484	cecah	bercecah
485	cecer	cecar
486	cecok	cekcok
487	cedal	cadel
488	cedong	cedok
489	cegah	mencegah
490	cegas	cergas
491	cegat	mencegat
492	cekalang	cakalang
493	cekap	cekak
494	cekat	cekatan
495	cekau	mencekau
496	cekek	cekik
497	cekeram	cengkeram
498	cekerau	cekarau
499	cekiber	cekibar
500	cekih	mencekih
501	cekik	mencekik
502	cekluk	tercekluk
503	cekup	mencekup
504	cekut	mencekut
505	celampak	mencelampakkan
506	celang	mencelang
507	celapak	mencelapaki
508	celas	celus
509	celat	mencelat
510	celeguri	seleguri
511	celengkang	celengkang celengkok
512	celepa	selepa
513	celepak	celapak
514	celetuk	menceletuk
515	celinguk	celingukan
516	celis	mencelis
517	celok	celuk
518	celos	celus
519	celum	celam celum
520	celum-celam	celam celum
521	celupar	celopar
522	cemat	mencemat
523	cembeng	cengbeng
524	cemek	cemeh
525	cemengkian	cemekian
526	cempeng	cempek
527	cemplung	mencemplung
528	cempoa	sempoa
529	cempuling	tempuling
530	cencurut	celurut
531	cengam	mencengam
532	cengang	bercengangan
533	cengap	mencengap
534	cenggek	tenggek
535	cengkeh	cengkih
536	cengkeling	sengkeling
537	cengkerma	cengkerama
538	cengkolong	cengkelong
539	cengkuk	cengkok
540	cengkuyung	tengkuyung
541	cengung	tercengung
542	centadu	sentadu
543	cenung	tercenung
544	cepaka	cempaka
545	cepal	cepol
546	cepit	jepit
547	ceplos	menceploskan
548	cerabut	tercerabut
549	ceracah	cerancang
550	ceracau	menceracau
551	cerak	bercerak
552	cerancang	bercerancangan
553	ceratuk	berceratuk
554	ceret	cerek
555	ceri	ceria
556	cericau	bercericau
557	ceritera	cerita
558	cerkas	cergas
559	cerkau	mencerkau
560	cerocos	mencerocos
561	ceronggak	ceranggah
562	ceroteh	berceroteh
563	cerotok	ceratuk
564	cerowok	mencerowok
565	ces	cos
566	cetar	cetar ceter
567	ciar	menciar ciar
568	ciau	ciu
569	cibir	mencibir
570	cibit	mencibit
571	cicah	cecah
572	cicak	cecak
573	cici	cicit
574	cicih	cecah
575	cicil	mencicil
576	cicip	mencicip
577	cicir	cecer
578	cidera	cedera
579	cikalang	cakalang
580	cim	encim
581	cimpung	kecimpung
582	cincang	mencincang
583	cingah	cingangah
584	cingak	cingak cinguk
585	cingbing	cengbeng
586	cingcau	cincau
587	cingcing	cincong
588	cingkau	cengkau
589	cingkeh	cengkih
590	cinteng	centeng
591	ciok	ciak
592	ciplak	jiplak
593	cipoa	sempoa
594	ciprat	menciprat
595	citak	cetak
596	cium	berciuman
597	clurit	celurit
598	coak	mencoaki
599	coang	bercoang
600	cobak-cabik	cabik
601	coblos	mencoblos
602	cocakrawa	cucakrawa
603	codak	mencodak
604	codang	codak
605	coket	mencoket
606	coklat	cokelat
607	cokol	bercokol
608	colet	colek
609	colong	mencolong
610	compreng	perahu
611	conet	menconet
612	congget	tercongget congget
613	congkelang	congklang
614	congklak	congkak
615	congok	mencongok
616	contek	sontek
617	copar	cupar
618	copol	cupul
619	cor	mengecor
620	cotet	conet
621	cu	ciu
622	cuar	mencuar
623	cuat	bercuatan
624	cuban	coban
625	cubung	kecubung
626	cuci-maki	caci maki
627	cucuh	mencucuh
628	cucup	mencucup
629	cugat	mencugatkan
630	cuit	bercuit cuit
631	cukam	cekam
632	cukir	cungkil
633	cukur	bercukur
634	culi	coli
635	cumbul	cembul
636	cunda	cucunda
637	cungak	cungap
638	cungap	cungap cangip
639	cunguk	cecunguk
640	cungul	mencungul
641	cunting	conteng
642	cupit	sumpit
643	cuplik	mencuplik
644	cureng	mencureng
645	curi	mencuri
646	dabung	berdabung
647	dacing	dacin
648	dadak	mendadak
649	dadek	terdadek
650	daduh	mendaduh
651	dagel	mendagel
652	dakwat	dawat
653	daluwarsa	kedaluwarsa
654	dambun	dambin
655	dammah	damah
656	dampar	mendampar
657	dampil	berdampil
658	damprat	mendamprat
659	dangak	dongak
660	dangir	mendangir
661	danguk	berdanguk
662	dapar	bufer
663	daras	mendaras
664	darau	darau darat
665	darus	daras
666	dasa	dasa
667	dastar	destar
668	dat	zat
669	daulah	daulat
670	dayu	mendayu
671	debar	berdebar
672	debet	debit
673	debitor	debitur
674	decah	decap
675	decus	desus
676	dedah	mendedahkan
677	dedai	berdedai dedai
678	deder	mendeder
679	dekah	berdekah dekah
680	dekak	berdekak dekak
681	dekam	berdekam
682	dekar	mendekar
683	dekus	berdekus
684	delat	berdelat delat
685	delemak	delamak
686	delinggam	sedelinggam
687	deluang	jeluang
688	delujur	jelujur
689	delut	jelut
690	dembai	berdembai dembai
691	demit	dedemit
692	dempet	berdempet
693	dempok	berdempok
694	dempuk	dempok
695	dena	dina
696	dengak	terdengak
697	dengap	berdengap
698	dengar	dengar pendapat
699	dengkut	dengkur
700	densanak	dansanak
701	denyar	berdenyar
702	dep	mengedep
703	depang	mendepang
704	deponir	mendeponir
705	deraka	durhaka
706	derawa	gula
707	deres	menderes
708	derham	dirham
709	deria	indra
710	deriji	deruji
711	deringo	jerangau
712	deruji	jeruji
713	derun	derum
714	derung	derum
715	derut	derus
716	desinfektan	disinfektan
717	detasir	mendetasir
718	detia	daitia
719	detil	detail
720	diagnosa	diagnosis
721	diah	diat
722	diang	berdiang
723	diatonis	diatonik
724	dibujurkan	penyakit
725	didih	mendidih
726	didik	mendidik
727	didis	mendidis
728	digen	degen
729	dikir	zikir
730	dilak	mendilak
731	dinda	adinda
732	dingkit	berdingkit dingkit
733	dipati	adipati
734	diris	mendiris
735	dirus	mendirus
736	disapu	Allah
737	diserap	hantu
738	diskredit	mendiskreditkan
739	diwala	dewala
740	dodet	mendodet
741	dodor	kedodoran
742	dodos	mendodos
743	dogeng	dogel
744	dohok	terdohok
745	doklonyo	kelonyo
746	dolat	daulat
747	dolim	zalim
748	dolpin	dolfin
749	dompak	berdompak
750	dompol	berdompol
751	donatir	donatur
752	dongak	mendongak
753	dorong	mendorong
754	dortrap	sepeda
755	dos	dus
756	dosin	lusin
757	dowel	kayu
758	drem	drum
759	dria	indra
760	dribel	mendribel
761	dub	mengedub
762	dublir	mendublir
763	dudu	mendudu
764	dudur	mendudur
765	duga	menduga
766	dugang	mendugang
767	dugas	mendugas
768	dukung	berdukung
769	dulu	dahulu
770	dunsanak	dansanak
771	duren	durian
772	durna	durno
773	duwegan	degan
774	duyun	berduyun duyun
775	eban	mengeban
776	ecek	ecek ecek
777	ecer	mengecer
778	edap	dap
779	edar	beredar
780	edit	mengedit
781	efedrin	efedrina
782	egah	mengegah
783	egalitarisme	egalitarianisme
784	eja	mengeja
785	ejan	mengejan
786	ejawantah	mengejawantah
787	ejek	mengejek
788	eklektis	eklektik
789	ekopraksia	ekofraksia
790	eksim	eksem
791	eksoftalmia	eksoftalmos
792	eksoftalmus	eksoftalmos
793	ekspeditur	ekspeditor
794	eksploitir	eksploitasi
795	ekspo	eksposisi
796	eksportir	pengekspor
797	ekspos	mengekspos
798	ela	elo
799	elak	mengelak
800	elat	helat
801	elektromotif	tenaga
802	eliminir	eliminasi
803	elon	mengeloni
804	elu	mengelukan
805	eluk	luk
806	elus	mengelus
807	emak	mak
808	embang	ambang
809	embara	mengembara
810	embat	mengembat
811	embol	mengembol
812	embut	mengembut
813	emis	mengemis
814	emol	mengemol
815	emong	mengemong
816	empar	mengempar
817	empas	mengempas
818	empela	ampela
819	empelas	ampelas
820	empenak	mengempenak
821	empet	empet empetan
822	empik	mengempik
823	empo	mengempo
824	empoh	mengempoh
825	empot	empot empotan
826	emrat	embrat
827	emut	mengemut
828	encal	encal encal
829	encang	mengencang
830	encel	berencel encel
831	endal	mengendal
832	endam	hendam
833	endap	endap endap
834	endoderm	endoderma
835	endong	mengendong
836	endut	endut endut
837	engget	mengengget
838	engkang	mengengkang
839	enjak	mengenjak
840	enjal	mengenjal
841	enjut	mengenjut
842	entak	mengentak
843	entas	mengentas
844	ente	anta
845	enten	enten enten
846	entot	mengentot
847	enyak	mengenyak
848	epak	mengepak
849	eram	mengeram
850	eret	mengeret
851	erik	mengerik
852	erotik	erotis
853	esot	mengesot
854	eteris	asiri
855	etikat	iktikat
856	faksimili	faksimile
857	faraj	farji
858	fatsoen	fatsun
859	filosof	filsuf
860	fluor	fosfor
861	fobi	fobia
862	fondamen	fundamen
863	fora	forum
864	formatir	formatur
865	forsir	memforsir
866	fortin	barometer
867	foya	berfoya foya
868	frase	frasa
869	fulan	polan
870	fuyonghai	puyonghai
871	gabihat	kabihat
872	gabungan kata	kata majemuk
873	gado	gaduh
874	gagai	menggagai
875	gagas	menggagas
876	gagau	menggagau
877	gaguk	tergaguk gaguk
878	gahar	menggahar
879	gail	gail gail
880	gait	menggait
881	gajul	bergajul
882	galau	bergalau
883	galeng	galengan
884	gamik	menggamik
885	gamit	bergamit
886	gamma	gama
887	gampar	menggampar
888	ganang	gunung
889	gancar	gancaran
890	gandal	gandalan
891	ganden	gandin
892	ganggu	mengganggu
893	ganggu gugat	mengganggu gugat
894	ganggut	mengganggut
895	gangsal	gasal
896	gangsang	gasang
897	gangsing	gasing
898	ganjak	berganjak
899	ganjar	mengganjar
900	ganjing	gonjang
901	ganjling	gonjlang
902	gantel	menggantelkan
903	ganyah	mengganyah
904	ganyang	mengganyang
905	gapai	bergapaian
906	gaplok	menggaplok
907	gara	gahara
908	garap	menggarap
909	garuk	bergaruk garuk
910	gasab	menggasab
911	gasak	gasak gasakan
912	gasir	gangsir
913	gaswah	kaswah
914	gaul	bergaul
915	gaut gapai	gaut
916	gayuh	bergayuh
917	gayuk	menggayuk
918	gayun	menggayun
919	gayut	bergayut
920	gebah	menggebah
921	geblak	menggeblak
922	gebok	menggebok
923	gebos	menggebos
924	gebot	menggebot
925	gebrak	menggebrak
926	gebu	menggebu
927	gebuk	menggebuk
928	gecek	menggecek
929	gedabak	gedebuk
930	gedabir	gelambir
931	gedang	gadang
932	gedok	gedokan
933	gedor	menggedor
934	geduyut	bergeduyut
935	gegak gempita	gegap gempita
936	gegap	gegap gempita
937	gegas	bergegas
938	gegau	tergegau
939	gejuju	menggejuju
940	gelabur	menggelabur
941	geladah	geledah
942	geladrah	menggeladrah
943	gelagak	gelegak
944	gelalar	menggelalar
945	gelana	gulana
946	gelandot	menggelandoti
947	gelangsar	menggelangsar
948	gelantang	kelantang
949	gelanting	menggelanting
950	gelantung	bergelantung
951	gelapur	gelepur
952	gelasar	gelangsar
953	gelatang	gelantang
954	gelintar	menggelintar
955	gelintin	bergelintin
956	gelinting	menggelinting
957	gelipang	gelimpang
958	gelitar	menggelitar
959	geliting	gelitik
960	geliut	geliang
961	gelobok	menggelobok
962	gelohok	tergelohok
963	gelojak	gejolak
964	gelokak	gelopak
965	gelomang	gelimang
966	gelompar	menggelompar
967	gelonggong	bergelonggong
968	gelongsong	kelongsong
969	gelongsor	menggelongsor
970	gelopak	menggelopak
971	gelorat	darurat
972	gelosang	menggelosang
973	gelosok	menggelosok
974	gelosor	gelongsor
975	gelotak	menggelotak
976	gelugut	bergelugut
977	gelulur	menggelulur
978	gelumang	gelimang
979	geluncur	tergeluncur
980	gelup	menggelup
981	gelupur	menggelupur
982	gelut	bergelut
983	gemak	menggemak
984	gemala	kemala
985	gemap	tergemap
986	gembar-gembor	bergembar gembor
987	gembel	jembel
988	gembleng	bergembleng
989	gembos	menggembos
990	gembut	bergembut gembut
991	gementar	gemetar
992	gemercing	gemerencing
993	gemit	gamit
994	gempita	menggempita
995	gempur	menggempur
996	genang	bergenang
997	gencer	gencar
998	gencir	gelincir
999	gendaga	kendaga
1000	gendis	gendis gendang
1001	gendit	kendit
1002	gendong	menggendong
1003	genih	genis
1004	genjot	menggenjot
1005	gentayang	gentayangan
1006	genteng	genting
1007	gentik	getik
1008	geosinkronis	geostasioner
1009	gepit	menggepit
1010	gepok	bergepok gepok
1011	gera	menggera
1012	gerabak	menggerabak
1013	geracak	gerecak
1014	geradah	geledah
1015	geragap	menggeragap
1016	geragas	menggeragas
1017	geragot	gerogot
1018	gerami	gurami
1019	geramus	menggeramus
1020	gerangsang	berangsang
1021	gerantak	menggerantak
1022	gerapai	menggerapai
1023	gerapu	bergerapu
1024	gerat	menggerat
1025	gerawat	menggerawat
1026	gerayah	menggerayah
1027	gerayang	menggerayang
1028	gerbak	menggerbak
1029	gerbang gersul	menggerbang gersul
1030	gerbus	menggerbus
1031	gerdam	gerdum
1032	gerebak	gerebek
1033	gerecak	menggerecak gerecak
1034	gerecok	menggerecok
1035	gerek	bergerek gerek
1036	gerenek	gerenik
1037	gerentam	gerentang
1038	gerenyam	geranyam
1039	gerenyet	menggerenyet
1040	gerenyut	gerenyot
1041	gerepe	menggerepe
1042	gerepek	menggerepek
1043	gerepes	menggerepes
1044	geresek	menggeresek
1045	geret	menggeret
1046	geretang	menggeretang
1047	gergajul	bergajul
1048	geriap	menggeriap
1049	geridip	menggeridip
1050	gerik	gerak
1051	gerinyau	menggerinyau
1052	gerinyut	gerenyot
1053	gerita	gurita
1054	geriuk	geriak
1055	geroda	garuda
1056	gerogot	menggerogoti
1057	gerombol	bergerombol
1058	gerompok	menggerompok
1059	geronggong	geronggang
1060	geronium	geranium
1061	gerontang	gerantang
1062	geropes	gerupis
1063	geropyok	menggeropyok
1064	gerowot	menggerowot
1065	gertap	gerlap
1066	gerubuk	gerobok
1067	gerugul	gerogol
1068	gerumit	gerupis
1069	gerumuk	menggerumuk
1070	gerunyam	menggerunyam
1071	gerupis	menggerupis
1072	gesa	bergesa gesa
1073	gesau	desau
1074	gesek	bergesek
1075	gesel	bergesel
1076	geser	bergeser
1077	getik	menggetik
1078	getil	menggetil
1079	getu	menggetu
1080	gewang	giwang
1081	gibas	kibas
1082	gidik	bergidik
1083	gigil	menggigil
1084	gigit	menggigit
1085	gilang	gilang gemilang
1086	gilas	menggilas
1087	gili	menggili
1088	giling	menggiling
1089	gilir	bergilir
1090	ginang	ginang ginang
1091	ginggang	genggang
1092	gingsi	gengsi
1093	gisar	menggisar
1094	gisil	menggisil
1095	gites	menggites
1096	gitik	menggitik
1097	giur	menggiurkan
1098	gladi	geladi
1099	glikosid	glikosida
1100	gliserin	gliserol
1101	glodok	gelodok
1102	glondongan	gelondongan
1103	gobah	gubah
1104	gocek	menggocek
1105	gocoh	bergocoh
1106	goda	menggoda
1107	godok	menggodok
1108	godot	menggodot
1109	goel	menggoel
1110	gogo	gaga
1111	gogoh	menggogoh
1112	gogok	menggogok
1113	gojlok	menggojlok
1114	golak	bergolak
1115	goleng	menggoleng
1116	goler	bergoler
1117	golong	bergolong golong
1118	golpi	golbi
1119	gombeng	menggombeng
1120	gombrong	gombroh
1121	goncang	guncang
1122	gondol	menggondol
1123	gonggong	menggonggong
1124	gongseng	menggongseng
1125	gonio	goniometri
1126	gonjak	menggonjakkan
1127	gonjok	menggonjokkan
1128	gono-gini	gana gini
1129	gonrong	gondrong
1130	gontok	bergontok
1131	gonyak	menggonyakkan
1132	gonyeh	menggonyeh
1133	gonyel	menggonyel
1134	gonyoh	menggonyoh
1135	goreng	menggoreng
1136	goroh	menggoroh
1137	gorok	menggorok
1138	gotes	menggotes
1139	gotong	menggotong
1140	goyak	menggoyak
1141	grafitasi	gravitasi
1142	gregat	gereget
1143	greget	gereget
1144	greha	gerha
1145	gria	griya
1146	gubah	menggubah
1147	gubar	gobar
1148	gubit	menggubit
1149	gubris	menggubris
1150	gudam	godam
1151	gugah	menggugah
1152	guit	mengguit
1153	gujirat	gunjing
1154	gulir	bergulir
1155	gulut	bergulut
1156	gundala	gundala gundala
1157	guntai	tanah
1158	gunyam	menggunyam
1159	gutik	menggutik
1160	guyur	mengguyur
1161	hadam	khadam
1162	hadang	adang
1163	halang	menghalang
1164	halau	menghalau
1165	halofita	halofit
1166	hambat	menghambat
1167	hambur	berhamburan
1168	hampar	menghampar
1169	handal	andal
1170	handam	andam
1171	hangar	hanggar
1172	hantar	berhantaran
1173	hanyasanya	hanya
1174	hapal	hafal
1175	harafiah	harfiah
1176	harawan	tunggang
1177	haribaan	riba
1178	harit	pengharit
1179	hasut	menghasut
1180	haula	haul
1181	heban	mengheban
1182	hektar	hektare
1183	hela	menghela
1184	helah	helat
1185	hembalang	berhembalang
1186	hembus	embus
1187	hempap	menghempap
1188	hempas	menghempas
1189	hendam	andam
1190	hentar	penghentar
1191	herbivora	herbivor
1192	hias	berhias
1193	hibur	menghibur
1194	hidang	menghidangkan
1195	hidayat	hidayah
1196	hidraulik	hidraulis
1197	hidrolika	hidraulika
1198	hidu	menghidu
1199	hikam	hikmah
1200	hilang-hilang	timbul
1201	hilap	khilaf
1202	himbau	imbau
1203	himpun	berhimpun
1204	hinap	menghinap hinap
1205	hindar	menghindar
1206	hingar	ingar
1207	hipnose	hipnosis
1208	hirau	menghiraukan
1209	hirup	menghirup
1210	hisap	isap
1211	hodah	haudah
1212	hol	haul
1213	horak	orak
1214	hubar	uber
1215	hubung	berhubung
1216	hukah	hokah
1217	hulur	ulur
1218	humbalang	hembalang
1219	huni	berhuni
1220	hunjam	menghunjam
1221	hunjin	hujin
1222	hunjuk	unjuk
1223	hunus	menghunus
1224	hutang	utang
1225	huyung	terhuyung
1226	ibah	hibah
1227	ibing	mengibing
1228	ibrit	mengibrit
1229	ibuk	hibuk
1230	idam	idam idam
1231	Idulkurban	Iduladha
